kharakteristik,gangguan yang terjadi bersamaan %,gangguan yang terjadi bersamaan interval kepercayaan 95% dari,gangguan yang terjadi bersamaan interval kepercayaan 95% hingga,hanya gangguan mood/kecemasan %,gangguan mood/kecemasan hanya 95% interval kepercayaan dari,gangguan mood/kecemasan hanya memiliki interval kepercayaan 95%.,gangguan penggunaan narkoba saja %,gangguan penggunaan narkoba hanya 95% interval kepercayaan dari,gangguan penggunaan narkoba hanya memiliki interval kepercayaan 95%.
kondisi fisik kronis,,,,,,,,,
kondisi fisik kronis tidak ada,36.1,27.9,45.2,33.4,29.7,37.4,61.5,55.9,66.9
kondisi fisik kronis satu,34.9,26.7,44.0,27.6,23.7,32.0,25.0,20.4,30.3
kondisi fisik kronis dua atau lebih,29.1,21.5,38.0,38.9,35.1,42.9,13.4,10.4,17.2
kesehatan fisik yang dirasakan sendiri,,,,,,,,,
kesehatan fisik yang dirasakan sendiri sangat baik/sangat baik,28.5,21.5,36.6,28.9,25.2,32.9,47.6,42.3,52.9
kesehatan fisik yang dirasakan sendiri baik,36.7,28.1,46.2,34.1,30.5,38.0,35.8,31.1,40.7
kesehatan fisik yang dirasakan sendiri sedang/buruk,34.8,26.0,44.8,36.8,32.8,41.0,16.6,12.8,21.3
kesehatan mental yang dirasakan sendiri,,,,,,,,,
kesehatan mental yang dirasakan sendiri sangat baik/sangat baik,15.9,10.7,23.0,19.4,16.1,23.2,50.8,45.8,55.8
kesehatan mental yang dirasakan sendiri baik,31.6,23.4,41.1,32.2,28.4,36.1,40.1,35.0,45.5
kesehatan mental yang dirasakan sendiri sedang/buruk,52.5,43.6,61.2,48.4,44.3,52.6,9.0,6.8,11.8
stres hidup yang dirasakan sendiri,,,,,,,,,
stres hidup yang dirasakan sendiri tidak sama sekali/tidak terlalu membuat stres,9.1,5.7,14.2,11.4,8.9,14.5,33.6,28.5,39.1
stres hidup yang dirasakan sendiri sedikit membuat stres,39.6,30.9,49.1,37.6,33.8,41.6,44.6,39.5,50.0
stres hidup yang dirasakan sendiri cukup sedikit/sangat menegangkan,51.2,41.6,60.7,50.9,46.8,54.9,21.7,17.3,27.0
skor tekanan psikologis,,,,,,,,,
tekanan psikologis mendapat skor kesusahan yang tinggi,90.6,84.6,94.4,79.1,75.8,82.1,33.7,29.0,38.8
